Source,Date,PO,Client,Route,Aircraft,Tail,Operator,Pay Terms,Client Invoiced,Operator Paid,Margin,Funded By,Deposited To,Check/Deposit #,Jonny Profits,Jonny Invested,Jonny Owed,Jonny Returned,Client Paid?,OnFly Paid?,Investor Paid?,Operator Paid?,Bill in QB?,Referral,Referral Paid?
Legacy,2026-01-18,PO #00233,PSA,KCLT → KBGR,C90,,Executive Shuttle,Net 30,15750,13997,1753,Jonny 1%,OFA Bank (8071),# 397882,139.97,13997,,14136.97,Yes,Yes,No,Yes,Yes,,No
Legacy,2026-01-15,PO #00232,PSA,KCLT → KBHM,Barron,,Axio,Net 30,6000,4800,1200,Jonny 1%,OFA Bank (8071),# 397728,48,4800,,4848,Yes,Yes,No,Yes,Yes,,No
Legacy,2026-01-05,PO #00231,PSA,KDAY → KBGR,C310,,Air Z,Net 30,11900,10400,1500,Jonny 1%,OFA Bank (8071),# 397330,104,10400,,10504,Yes,Yes,No,Yes,Yes,,No
Legacy,2026-01-04,PO #00503,Manning Warren,TKPK → KSDF,C525,,Trans North,Paid on Recipt,65000,63724.5,1275.5,OFA,OFA Bank (8071),ID #268398,,,,,Yes,Yes,No,Yes,Yes,,No
Legacy,2026-01-01,PO #00230,PSA,KCLT → KHSV,KA 200,,Marco,Net 30,12500,11200,1300,Jonny 1%,OFA Bank (8071),# 397330,112,11200,,11312,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-12-31,PO #00229,PSA ,KGSP → KLFT,KA 200,,Axio,Net 30,14500,13433,1067,Jonny 1%,OFA Bank (8071),# 397330,134.33,13433,,13567.33,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-12-26,PO #00228,PSA,KORF → KMSP,Phenom,,Axio,Net 30,25800,24851,949,Jonny 1%,OFA Bank (8071),# 397330,248.51,24851,,25099.51,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-12-24,PO #00227,PSA,KCAK → KBGR,C310,,Sonrise,Net 30,11775,10275,1500,Jonny 1%,OFA Bank (8071),# 397330,102.75,10275,,10377.75,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-12-23,PO #00226,PSA,KORF → KPVD,C310,,Sonrise,Net 30,10450,9310,1140,Jonny 1%,OFA Bank (8071),# 397330,93.1,9310,,9403.1,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-12-23,PO #00225,PSA,KDAY → KALB,C310,,Air Z,Net 30,8100,7000,1100,Jonny 1%,OFA Bank (8071),# 396878,70,7000,,7070,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-12-23,PO # 00502,Endeavor Air,KSEA → KATL,FA20,,Royal,Net 30,48000,47209.67,790.33,OFA,OFA Bank (8071),ID #60120200,,,,,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-12-22,PO #00501,Endeavor Air,KBFI → KJFK,FA20,,Ameristar,Net 30,32000,29580,2420,Jonny 1%,OFA Bank (8071),# 9131026026,295.8,29580,,29875.8,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-12-19,PO #00224,PSA,KDAY → KBTV,C310,,Air Z,Net 30,9900,8850,1050,Jonny 1%,OFA Bank (8071),# 396878,88.5,8850,,8938.5,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-12-17,PO #00223,PSA,KCVG → KGPT,C310,,Air Z,Net 30,9900,8750,1150,Jonny 1%,OFA Bank (8071),# 396706,87.5,8750,,8837.5,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-12-12,PO #00222,PSA,KCAK → KMKE,C310,,Sonrise,Net 30,7250,4629.74,2620.26,Jonny 1%,OFA Bank (8071),# 396340,46.3,4629.74,,4676.04,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-12-10,PO #00220,PSA,KCVG → KPNS,C310,,Sonrise,Net 30,8500,7300,1200,Jonny 1%,OFA Bank (8071),# 396540,73,7300,,7373,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-12-10,PO #00221,PSA,KORF → KBTV,C310,,Sonrise,Net 30,9900,8828.6,1071.4,Jonny 1%,OFA Bank (8071),# 396540,88.29,8828.6,,8916.89,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-12-09,PO #00219,PSA ,KCVG → KORD,C310,,Sonrise,Net 30,6000,4744.98,1255.02,Jonny 1%,OFA Bank (8071),# 396340,47.45,4744.98,,4792.43,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-12-05,PO #00218,PSA,KCVG → KXNA,C310,,Miller,Net 30,7200,5900,1300,Jonny 1%,OFA Bank (8071),# 396161,59,5900,,5959,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-12-04,PO #00217,PSA,KCLT → KORD,B200,,Axio,Net 30,16500,15362,1138,Jonny 1%,OFA Bank (8071),# 396161,153.62,15362,,15515.62,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-12-04,PO #00216,PSA,KCAK → KBTV,C310,,Air Z,Net 30,6500,5150,1350,Jonny 1%,OFA Bank (8071),# 396161,51.5,5150,,5201.5,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-12-03,PO #00215,PSA,KCVG → CYUL,CJ,,Tran North,Net 30,27000,25055.65,1944.35,Jonny 1%,OFA Bank (8071),# 396161,250.56,25055.65,,25306.21,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-12-01,PO #00214,PSA,KGSP → KHSV,B58,,Axio,Net 30,6100,3960,2140,Jonny 1%,OFA Bank (8071),# 396161,39.6,3960,,3999.6,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-11-30,PO #00213,PSA,KCLT → KSGF,B58,,Axio,Net 30,8600,7450,1150,Jonny 1%,OFA Bank (8071),# 396161,74.5,7450,,7524.5,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-11-30,PO #00212,PSA,KCVG → KSGF,C340,,Air Z,Net 30,10500,9400,1100,Jonny 1%,OFA Bank (8071),# 396161,94,9400,,9494,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-11-29,PO #00211,PSA,KCLT → KDFW,King Air 90,,Exec Shuttle,Net 30,14700,13539.44,1160.56,Jonny 1%,OFA Bank (8071),# 395940,135.39,13539.44,,13674.83,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-11-29,PO #00210,PSA,KGSP → KHSV,Baron,,Axio,Net 30,6000,3740,2260,Jonny 1%,OFA Bank (8071),# 395940,37.4,3740,,3777.4,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-11-28,PO #00209,PSA,KCKB → KHSV,Saratoga,,Air Z,Net 30,6000,4800,1200,Jonny 1%,OFA Bank (8071),# 395940,48,4800,,4848,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-11-27,PO #00208,PSA,KCVG → KMSP,Cheyenne,,Fed Air (Mario),Net 30,17500,16500,1000,Jonny 1%,OFA Bank (8071),# 395940,165,16500,,16665,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-11-26,PO # 00207,PSA,KCVG → KGRR,C310,,Sonrise,Net 30,5000,4150,850,Jonny 1%,OFA Bank (8071),# 395940,41.5,4150,,4191.5,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-11-25,PO # 00206,PSA,KGSP → KHSV,Baron,,Axio,Net 30,6100,4800,1300,Jonny 1%,OFA Bank (8071),# 395940,48,4800,,4848,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-11-23,PO # 00205,PSA,KDAY → KMSN,C310,,Miller,Net 30,6000,4600,1400,Jonny 1%,OFA Bank (8071),# 395940,46,4600,,4646,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-11-16,PO #01049,Kalitta,KOSC → KSAT,DC-9,,Ameristar,Net 30,58000,55360,2640,Jonny 1%,OFA Bank (8071),#238972,553.6,55360,,55913.6,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-11-12,PO #00202,PSA,KGSP → KBTV,King Air 90,,Executive Shuttle,Net 30,13200,12023.53,1176.47,Jonny 1%,OFA Bank (8071),# 395236,120.24,12023.53,,12143.77,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-11-12,PO #00203,PSA,KCAK → KMHT,C340,,Air Z,Net 30,8800,7500,1300,Jonny 1%,OFA Bank (8071),# 395236,75,7500,,7575,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-11-12,PO #00204,PSA,KCVG → KBTV,Cheyenne,,Fed Air (Mario),Net 30,17100,16500,600,Jonny 1%,OFA Bank (8071),# 395236,165,16500,,16665,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-11-11,PO #00201,PSA,KCLT → KHPN,Baron 58,,Axio,Net 30,9800,8944,856,Jonny 1%,OFA Bank (8071),# 395236,89.44,8944,,9033.44,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-11-10,PO #00199,PSA,KORF → KHPN,Baron,,Vertivue,Net 30,8400,6689.85,1710.15,Jonny 1%,OFA Bank (8071),# 395099,66.9,6689.85,,6756.75,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-11-10,PO #00200,PSA ,KCAK → KXNA,Cheyenne,,Fed Air (Mario),Net 30,17200,16500,700,Jonny 1%,OFA Bank (8071),# 395099,165,16500,,16665,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-11-10,PO #00198,PSA,KCVG → KMHT,C310,,Sonrise,Net 30,9100,7918,1182,Jonny 1%,OFA Bank (8071),# 395099,79.18,7918,,7997.18,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-11-09,PO #00197,PSA,KGSP → KMHT,Barron,,Axio,Net 30,12000,10834,1166,Jonny 1%,OFA Bank (8071),# 395099,108.34,10834,,10942.34,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-11-09,PO #00196,PSA,KCAK → KBTV,C340,,Air Z,Net 30,7000,5500,1500,Jonny 1%,OFA Bank (8071),# 395099,55,5500,,5555,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-11-07,PO #00195,PSA,KCLT → KMGM,KA 200,,Axio,Net 30,12100,10775,1325,Jonny 1%,OFA Bank (8071),# 394932,107.75,10775,,10882.75,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-11-04,PO # 00194,PSA,KCKB → KMKE,C310,,Miller,Net 30,6500,5074.74,1425.26,Jonny 1%,OFA Bank (8071),# 394778,50.75,5074.74,,5125.49,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-11-03,PO # 00193,PSA,KCAK → KOMA,C310,,Miller,Net 30,8750,7158,1592,Jonny 1%,OFA Bank (8071),# 394778,71.58,7158,,7229.58,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-10-30,PO #00192,PSA,KCVG → KDSM,C310,,Sonrise,Net 30,,750,-750,OFA,OFA Bank (8071),Void,,,,,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-10-27,PO #00191,PSA,KCVG → KOMA-KDAY,C310,,Miller,Net 30,8500,7018.35,1481.65,Jonny 1%,OFA Bank (8071),# 394614,70.18,7018.35,,7088.53,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-10-25,PO #00190,PSA,KCLT → KICT,C90,,Executive shuttle,Net 30,14700,13642.48,1057.52,Jonny 1%,OFA Bank (8071),# 394614,136.42,13642.48,,13778.9,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-10-22,PO #00188,PSA,KCAK → KORD,C310,,Sonrise,Net 30,6100,4394.98,1705.02,Jonny 1%,OFA Bank (8071),# 394457,43.95,4394.98,,4438.93,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-10-22,PO #00189,PSA,KTYS → KORD,C310,,Sonrise,Net 30,6900,5718.49,1181.51,Jonny 1%,OFA Bank (8071),# 394457,57.18,5718.49,,5775.67,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-10-18,PO # 00186,PSA,KCLT → KBGR,KA 200,,Axio,Net 30,23325,20006,3319,Jonny 1%,OFA Bank (8071),# 394328,200.06,20006,,20206.06,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-10-18,PO # 00185,PSA,KORF → KOMA,TBM,,Contrail,Net 30,19000,17900,1100,Jonny 1%,OFA Bank (8071),# 394217,179,17900,,18079,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-10-17,PO # 00184,PSA,KORF → KHPN,DA42,,Contrail,Net 30,8000,6938,1062,Jonny 1%,OFA Bank (8071),# 394217,69.38,6938,,7007.38,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-10-14,PO # 00183,PSA,KCAK → KOMA,C310,,Sonrise,Net 30,8800,7460,1340,Jonny 1%,OFA Bank (8071),# 394217,74.6,7460,,7534.6,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-10-13,PO # 00182,PSA,KCAK → KOMA,Aerostar,,Castle,Net 30,8800,7470,1330,Jonny 1%,OFA Bank (8071),# 394217,74.7,7470,,7544.7,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-09-30,PO # 00181,PSA,KORF → KDFW,C90,,Executive Shuttle,Net 30,16250,14937.83,1312.17,Jonny 1%,OFA Bank (8071),# 393504,149.38,14937.83,,15087.21,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-09-24,PO # 00180,PSA,KCAK → KHPN,C310,,Air Z,Net 30,6750,5000,1750,Jonny 1%,OFA Bank (8071),# 393504,50,5000,,5050,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-09-16,PO # 00179,PSA,KCAK → KOLD,C340,,Air Z,Net 30,8200,7000,1200,Jonny 1%,OFA Bank (8071),# 392923,70,7000,,7070,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-09-07,PO # 00178,PSA,KDAY → KMLI,C310,,Sonrise,Net 30,5400,4240,1160,Jonny 1%,OFA Bank (8071),#392647,42.4,4240,,4282.4,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-09-03,PO #00177,PO ENTER IN ERROR,,,,N/A - PRACTICE w/HEWITT,,,,,OFA,OFA Bank (8071),N/A,,,,,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-08-30,PO # 00176,PSA,KCAK → KGSP,C310,,Air Z,Net 30,7000,5500,1500,Jonny 1%,OFA Bank (8071),# 392406,55,5500,,5555,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-08-29,PO # 00175,PSA,KGSP → KMLI,B58,,Axio,Net 30,8200,6834,1366,Jonny 1%,OFA Bank (8071),# 392285,68.34,6834,,6902.34,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-08-28,PO #00174,PSA,KCVG → KALB,C310,,Miller Aviation,Net 30,7700,6632.78,1067.22,Jonny 1%,OFA Bank (8071),# 392285,66.33,6632.78,,6699.11,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-08-27,PO #00172,PSA,KCAK → KMLI,C310,,Air Z,Net 30,8000,6750,1250,Jonny 1%,OFA Bank (8071),# 392285,67.5,6750,,6817.5,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-08-27,PO #00173,PSA,KCAK → KMPV,C310,,Air Z,Net 30,6600,5250,1350,Jonny 1%,OFA Bank (8071),# 392285,52.5,5250,,5302.5,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-08-26,PO #00171,PSA,KCLT → KECP,Baron 58,,Axio,Net 30,6200,4924.5,1275.5,Jonny 1%,OFA Bank (8071),# 392285,49.25,4924.5,,4973.75,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-08-26,PO #00170,PSA,KDFW → KHRL,CJ3,,ENG Aviation,Net 30,16600,14113,2487,Jonny 1%,OFA Bank (8071),# 392285,141.13,14113,,14254.13,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-08-25,PO #00169,PSA,KCVG → KICT,C310,,Air Z,Net 30,10200,9000,1200,Jonny 1%,OFA Bank (8071),# 392123,90,9000,,9090,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-08-24,PO #00168,PSA,KGSP → KLFT,B58,,Axio,Net 30,9000,7485.5,1514.5,Jonny 1%,OFA Bank (8071),# 392123,74.86,7485.5,,7560.36,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-08-20,PO #00167,PSA,KCLT → KICT,C310,,Miller Aviation,Net 30,11500,10400,1100,Jonny 1%,OFA Bank (8071),# 391954,104,10400,,10504,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-08-20,PO #00166,PSA,KDAY → KTYS,C404,,Sonrise,Net 30,5600,4148,1452,Jonny 1%,OFA Bank (8071),# 391954,41.48,4148,,4189.48,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-08-18,PO #00165,PSA,KGSP → KBUF,B58,,Axio,Net 30,8200,6900,1300,Jonny 1%,OFA Bank (8071),# 391764,69,6900,,6969,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-08-16,PO #00164,PSA,KSAV → KSGF,C90,,Lowe,Net 30,13500,12050.4,1449.6,OFA,OFA Bank (8071),# 391764,,,,,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-08-15,PO #00163,PSA,KORF → KDTW,C404,,Sonrise,Net 30,10500,8126.76,2373.24,Jonny 1%,OFA Bank (8071),# 391764,81.27,8126.76,,8208.03,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-08-15,PO #00162,PSA,KGSP → KORD,C310,,Sonrise,Net 30,8000,7898.25,101.75,Jonny 1%,OFA Bank (8071),# 391764,78.98,7898.25,,7977.23,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-08-15,PO #00161,PSA,KCLT → KSGF,C90,,Executive Shuttle,Net 30,12500,10995,1505,Jonny 1%,OFA Bank (8071),# 391764,109.95,10995,,11104.95,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-08-14,PO # 00160,PSA,KCAK → KORD,C310,,Air Z,Net 30,6000,4200,1800,Jonny 1%,OFA Bank (8071),# 391764,42,4200,,4242,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-08-14,PO # 00159,PSA,KCLT → KMGM,Baron 58,,Axio,Net 30,5700,4200,1500,Jonny 1%,OFA Bank (8071),# 391764,42,4200,,4242,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-08-13,PO # 00158,PSA,KCAK → CYUL,King Air 200,,Axio,Net 30,21950,19681.2,2268.8,Jonny 1%,OFA Bank (8071),# 391764,196.81,19681.2,,19878.01,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-08-09,PO #00156,PSA,KORF → KHPN,Cheyenne,,Contrail,Net 30,9000,7900,1100,Jonny 1%,OFA Bank (8071),# 391590,79,7900,,7979,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-08-09,PO #00157,PSA,KGSP → KCVG,,,Axio,Net 30,5500,3900,1600,Jonny 1%,OFA Bank (8071),# 391590,39,3900,,3939,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-08-08,PO #00155,PSA,KCKB → KDFW,C90,,Executive Shuttle,Net 30,15750,14513.75,1236.25,Jonny 1%,OFA Bank (8071),# 391590,145.14,14513.75,,14658.89,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-08-07,PO #SK080702,Piedmont,KROA → KFWA,C310,,Sonrise,Net 30,10000,9000,1000,Jonny 1%,OFA Bank (8071),# 0000898583,90,9000,,9090,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-08-07,PO #CS080706,Piedmont,KROA → KBTR,C404,,Sonrise,Net 30,12600,12041.75,558.25,Jonny 1%,OFA Bank (8071),# 0000898583,120.42,12041.75,,12162.17,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-08-06,PO # 00154,PSA,KCAK → KDFW,C310,,Air Z,Net 30,10500,9300,1200,Jonny 1%,OFA Bank (8071),# 391431,93,9300,,9393,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-07-31,PO #00151,PSA,KCAK → KMHT,C310,,Air Z,Net 30,7250,6000,1250,Jonny 1%,OFA Bank (8071),# 391231,60,6000,,6060,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-07-31,PO #00152,PSA,KORF → KPVD,Navajo,,Moyer,Net 30,8900,7427,1473,Jonny 1%,OFA Bank (8071),# 391231,74.27,7427,,7501.27,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-07-31,PO #00153,PSA,KCLT → KHPN,B200,,Low Country Aviation,Net 30,16750,15500,1250,Jonny 1%,OFA Bank (8071),# 391231,155,15500,,15655,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-07-29,PO # 00150,PSA,KCAK → KPBI,,,Executive Shuttle,Net 30,15900,14414.33,1485.67,Jonny 1%,OFA Bank (8071),# 391095,144.14,14414.33,,14558.47,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-07-29,PO #00149,PSA,KCVG → KDFW,C310,,Sonrise,Net 30,9850,8638.9,1211.1,Jonny 1%,OFA Bank (8071),# 391095,86.39,8638.9,,8725.29,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-07-27,PO #00148,PSA,KORF → KBTV,Barron,,Moyer,Net 30,8800,6749,2051,Jonny 1%,OFA Bank (8071),# 391095,67.49,6749,,6816.49,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-07-27,PO #00146,PSA,KCLT → KPBI,King Air 200,,Axio,Net 30,15200,14148.41,1051.59,Jonny 1%,OFA Bank (8071),# 391095,141.48,14148.41,,14289.89,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-07-27,PO #00147,PSA,KDAY → KMSP,404,,Sonrise,Net 30,9500,7790.63,1709.37,Jonny 1%,OFA Bank (8071),# 391095,77.91,7790.63,,7868.54,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-07-26,PO #00145,PSA,KDAY → KORD,C310,,Sonrise,Net 30,5250,4680.49,569.51,Jonny 1%,OFA Bank (8071),# 391095,46.8,4680.49,,4727.29,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-07-26,PO #00144,PSA,KCLT → KMSY,King Air 90,,Augusta,Net 30,17800,16130.03,1669.97,Jonny 1%,OFA Bank (8071),# 391095,161.3,16130.03,,16291.33,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-07-25,PO # 00140,PSA,KCVG → KSTL,C310,,Sonrise,Net 30,5500,4533,967,Jonny 1%,OFA Bank (8071),# 391095,45.33,4533,,4578.33,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-07-25,PO #00143,PSA,KPHL → KDAY,,,Moyer,Net 30,10700,9573.61,1126.39,Jonny 1%,OFA Bank (8071),# 391095,95.74,9573.61,,9669.35,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-07-25,PO # 00141,PSA,KCAK → KORD,Aerostar,,Castle,Net 30,5600,4569.01,1030.99,Jonny 1%,OFA Bank (8071),# 391095,45.69,4569.01,,4614.7,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-07-25,PO #00142,PSA,KCVG → KBTR,404,,Sonrise,Net 30,12040,10368.75,1671.25,Jonny 1%,OFA Bank (8071),# 391095,103.69,10368.75,,10472.44,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-07-20,PO # 00139,PSA,KGSP → KMCI,B58,,Axio,Net 30,8650,7200,1450,Jonny 1%,OFA Bank (8071),# 390771,72,7200,,7272,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-07-17,PO # 01048,Kalitta,PHX → LAX,CJ2,,Diamond Aviation,Net 30,14000,13000,1000,Jonny 1%,OFA Bank (8071),# 236951,130,13000,,13130,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-07-15,PO #00138,PSA,KSAV → KRIC,C90,,Executive Shuttle,Net 30,9850,8323,1527,Jonny 1%,OFA Bank (8071),# 390327,83.23,8323,,8406.23,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-07-11,PO #00137,PSA,KGSP → KMGM,,,Axio,Net 30,4500,3210,1290,Jonny 1%,OFA Bank (8071),# 390327,32.1,3210,,3242.1,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-07-09,PO #00136,PSA,KCAK/KCVG → KMGM,C310,,Air Z,Net 30,8200,7000,1200,Jonny 1%,OFA Bank (8071),# 390327,70,7000,,7070,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-07-08,PO #00134,PSA,KCAK → KSGF,C310,,Air Z,Net 30,8250,7000,1250,Jonny 1%,OFA Bank (8071),# 390327,70,7000,,7070,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-07-08,PO #00135,PSA,KDAY → KDTS,C310,,Sonrise,Net 30,8650,7468,1182,Jonny 1%,OFA Bank (8071),# 390327,74.68,7468,,7542.68,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-07-05,PO # 00133,PSA,KCLT → KMCI,B58,,Axio,Net 30,11500,9932.75,1567.25,Jonny 1%,OFA Bank (8071),# 390185,99.33,9932.75,,10032.08,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-06-30,PO # 00132,PSA,KCLT → KORD,B58,,Axio,Net 30,8600,7000,1600,Jonny 1%,OFA Bank (8071),# 389894,70,7000,,7070,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-06-27,PO #00131,PSA,KGSP → KAVP,Barron,,Axio,Net 30,7000,5310,1690,Jonny 1%,OFA Bank (8071),# 389711,53.1,5310,,5363.1,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-06-27,PO # 00130,PSA,KDAY → KSYR,C310,,Miller,Net 30,6800,5306,1494,Jonny 1%,OFA Bank (8071),# 389711,53.06,5306,,5359.06,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-06-26,PO #00129,PSA,KCAK → KMHT,C310,,Air Z,Net 30,6800,5500,1300,Jonny 1%,OFA Bank (8071),# 389711,55,5500,,5555,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-06-26,PO #00128,PSA,KCVG → KBGR,C310,,Sonrise,Net 30,10850,9865,985,Jonny 1%,OFA Bank (8071),# 389711,98.65,9865,,9963.65,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-06-26,PO #00127,PSA,KCAK → KMHT,Barron,,Axio,Net 30,6800,5628,1172,Jonny 1%,OFA Bank (8071),# 389711,56.28,5628,,5684.28,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-06-23,PO #00125,PSA,KCLT → KMHT,King Air 90,,Exec Shuttle,Net 30,13600,12998.55,601.45,Jonny 1%,OFA Bank (8071),# 389560,129.99,12998.55,,13128.54,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-06-23,PO #00126,PSA,KCLT → KMHT,Barron,,Axio,Net 30,9800,8341.5,1458.5,Jonny 1%,OFA Bank (8071),# 389560,83.42,8341.5,,8424.92,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-06-22,PO #00124,PSA,KORF → KALB,Chyenne,,Contrail,Net 30,9800,9314.62,485.38,Jonny 1%,OFA Bank (8071),# 389560,93.15,9314.62,,9407.77,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-06-20,PO #00123,PSA,KCLT → KPVD,King Air 90,,Exec Shuttle,Net 30,12575,11275,1300,Jonny 1%,OFA Bank (8071),# 389560,112.75,11275,,11387.75,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-06-20,PO #00121,PSA,KCKB → KPHL,C310,,Sonrise,Net 30,6500,5488.8,1011.2,Jonny 1%,OFA Bank (8071),# 389560,54.89,5488.8,,5543.69,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-06-20,PO #00122,PSA,KCAK → KBTR,C310,,Air Z,Net 30,8500,7100,1400,Jonny 1%,OFA Bank (8071),# 389560,71,7100,,7171,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-06-15,PO #00120,PSA,KCKB → KCAK,,,Air Z,Net 30,4000,2500,1500,Jonny 1%,OFA Bank (8071),# 389318,25,2500,,2525,Yes,Yes,No,Yes,Yes,,No
Legacy,2025-06-14,PO # 00119,PSA,KCLT → KALB,Barron,,Axio,Net 30,8500,7076.25,1423.75,Jonny 1%,OFA Bank (8071),# 390185,70.76,7076.25,,7147.01,Yes,Yes,No,Yes,Yes,,No
