Type,Base ICAO,Base Label,Base Notes,Call Order,Company,Operator Base,Region,24hr Phone,Backup Phone,Company Number,Additional Phones,Extra Contacts,Primary Contact,Contact Phone,Contact Email,General Email,Billing Email,Website,Pax,Cargo,Hazmat,Medivac,24hr Ops,Call-Out Time,Argus,Wyvern,Usefulness,Approval Tier,Aircraft Locations (tails @ base),Fleet Types,Priority Notes,Operator Notes
  call,KCVG,PSA - Cincinnati,,9,"IFL Group, Inc.","Detroit, MI",Midwest,(800) 521-4406,,,,24/7: (800) 521-4406,,(800) 521-4406,,info@IFLGroup.com,,http://iflgroup.com,no,yes,yes,no,yes,2Hrs,,,5,approved,"N481FL AMD Falcon 20 @ Detroit, MI | N511FL AMD Falcon 20 @ Detroit, MI | N521FL AMD Falcon 20 @ Detroit, MI | N531FL AMD Falcon 20 @ Detroit, MI | N541FL AMD Falcon 20 @ Detroit, MI | N581FL AMD Falcon 20 @ Detroit, MI",AMD Falcon 20,,Cargo Only
  call,KCVG,PSA - Cincinnati,,10,"Ameristar Jet Charter, Inc.",KYIP,South Central,(972) 248-2478,,,,24/7: (972) 248-2478,,(972) 248-2478,,QUOTES@AMERISTARJET.COM,,http://ameristarjet.com,yes,yes,yes,no,yes,1.5-2Hrs,,,5,approved,N148TW Falcon 20 @ KYIP | N158TW Falcon 20 @ KYIP | N699TW Falcon 20 @ KYIP | N204TW Falcon 20 @ KYIP | N221TW Falcon 20 @ KYIP | N285TW Falcon 20 @ KYIP | N314TW Falcon 20 @ KYIP,Falcon 20,,Got the big DC9s - best for super large cargo
  call,KCVG,PSA - Cincinnati,,11,"Royal Air Freight, Inc.","Detroit, MI",Midwest,,,,,Dispatch: (800) 445-9724,,(800) 445-9724,,dispatch@royalair.com,,,yes,yes,yes,no,no,,,,5,approved,"N20WK Falcon 20 @ Detroit, MI | N68UP Falcon 20 @ Detroit, MI | N166RA Falcon 20 @ Detroit, MI | N239CD Falcon 20 @ Detroit, MI | N600RA Falcon 20 @ Detroit, MI | N730RA Falcon 20 @ Detroit, MI | N760RA Falcon 20 @ Detroit, MI | N766RA Falcon 20 @ Detroit, MI | N780RA Falcon 20 @ Detroit, MI | N950RA Falcon 50 @ Detroit, MI | N850RA Falcon 50 @ Detroit, MI | N74RA King Air 200 @ Detroit, MI | N220RA King Air 200 @ Detroit, MI | N34A Embrarer Bandit @ Detroit, MI | N49RA Embrarer Bandit @ Detroit, MI | N64DA Embrarer Bandit @ Detroit, MI | N72RA Embrarer Bandit @ Detroit, MI | N73RA Embrarer Bandit @ Detroit, MI | N9RA Lear 35a @ Detroit, MI | N31RA Lear 35a @ Detroit, MI | N41RA Lear 35a @ Detroit, MI | N61RA Lear 35a @ Detroit, MI | N71RA Lear 35a @ Detroit, MI | N76RA Lear 35a @ Detroit, MI | N81RA Lear 35a @ Detroit, MI | N351AS Lear 35a @ Detroit, MI | N417BA Lear 35a @ Detroit, MI | N669RA Lear 35a @ Detroit, MI | N731RA Lear 35a @ Detroit, MI | N804TF Lear 35a @ Detroit, MI | N841TF Lear 35a @ Detroit, MI | N945W Lear 35a @ Detroit, MI | N551RA Lear 55 @ Detroit, MI | N805PC Lear 55 @ Detroit, MI | N860RA Lear 60 @ Detroit, MI",Falcon 20 | Falcon 50 | King Air 200 | Embrarer Bandit | Lear 35a | Lear 55 | Lear 60,,Absolute dickheads but great pricing however will charge like crazy + add $3k min when using them

BASE,KDAY,PSA - Dayton,
  call,KDAY,PSA - Dayton,,1,Miller Aviation,KHHG,,(260)827-8267,,(260) 726-4901,,24/7: (260) 726-4901 | Scott - Owner/Dispatcher/Pilot: (765) 418-3933 | Carrie - Dispatch: (260) 827-8267 | Pilot - Braxton: (765) 667-9810 | Pilot - Michael: (901) 288-6531 | Pilot - Thomas: (918) 782-7655 | Pilot - Tim: (260) 504-8185,,,,carriem@patriot-aviation.com,,,yes,yes,yes,yes,yes,1.5Hrs,,,9,approved,N5336C Cessna 310 @ KHHG | N6209X Cessna 310 @ KHHG,Cessna 310,,Carrie and Scott handle dispatch - great to work with
  call,KDAY,PSA - Dayton,,2,"Sonrise Aviation, LLC",KPLD,,(260) 766-4548,,(260) 766-4548,,24/7 Dispatch: (260) 766-4548 | Text Number: (260) 726-5029 | Owner - Hal: (260) 729-1577 | Pilot - Casey: (567) 644-8015 | Pilot - Jake Hodory: (815) 245-7708 | Pilot - Joey: (765) 271-8410 | Pilot - Payton McCoy: (765) 215-5307 | Pilot - Samuel: (937) 621-3332,,,,sonriseaviation@outlook.com,,,yes,yes,yes,yes,yes,1.5Hrs,,,10,approved,N98DM Cessna 310 @ KPLD | N2738B Cessna 310 @ KPLD | N3284M Cessna 310 @ KPLD | N4258C Cessna 310 @ KPLD | N80BS Cessna 404 @ KPLD | N103RC Cessna 404 @ KPLD,Cessna 310 | Cessna 404,,"Matt and Amy are dispatch - easy to work with good emergency contacts - 404's do big stuff pretty well, 310's have range"
  call,KDAY,PSA - Dayton,,3,FedAir (Mario),KHFY,,(252) 349-5657,,,,24/7 - Mario/Pilot: (252) 349-5657,,(252) 349-5657,,mario@fedaircharter.com,,,yes,yes,yes,yes,yes,2Hrs,,,7,approved,,Cheyenne,,MARIO Always Expensive but reliable and quick! Great Operator
  call,KDAY,PSA - Dayton,,4,Castle Aviation,KCAK,,(800) 325-4703 Ext 1,,(800) 325-4703 Ext 1,,24/7: (800) 325-4703 Ext 1,,,,fltops@castleair.com,,,yes,yes,yes,yes,yes,2Hrs,,,8,approved,N49MG Aerostar @ KCAK | N52MG Aerostar @ KCAK | N92MG Aerostar @ KCAK | N1058N Cessna Caravan @ KCAK | N27MG Cessna Caravan @ KCAK | N805TH Cessna Caravan @ KCAK | N1086F Cessna Caravan @ KCAK | N1116W Cessna Caravan @ KCAK | N9612B Cessna Caravan @ KCAK | N253AE SAAB 340 @ KCAK | N336SA SAAB 340 @ KCAK | N431BC SAAB 340 @ KCAK,Aerostar | Cessna Caravan | SAAB 340,,"NEED PAX Weight, DOB, and Names every flight (Request from client Immediately)"
  call,KDAY,PSA - Dayton,,5,Trans North Aviation,KAID,,,,,,Derek - Owner: 937 823-7423 | Other Dispatch Line: 800-735-8190,,937 823-7423,,dereck.pristas@transnorthaviation.com,,,yes,yes,yes,yes,no,,,,8,approved,N742LG SR-22 @ KAID | N907DK Cessna Citation @ KAID | N1327J Cessna Citation @ KAID | N89TB Lear 35a @ KAID,SR-22 | Cessna Citation | Lear 35a,,These guys are down to get shit done
  call,KDAY,PSA - Dayton,,6,AIR Z FLYING SERVICE (Larry),KCGF,,440-725-3043,,440-725-3043,,24/7 - Larry: 440 725-3043 | Pilot - Mike: 216 256-4609 | Lisa (Larry's Wife): 712 490-2994,,,,admin@tandgflying.com,,,yes,yes,yes,yes,yes,2Hrs,,,9,approved,N1908G C310 @ KCGF | N3938G C340 @ KCGF | N8188J Saratoga @ KCGF,C310 | C340 | Saratoga,,We try to avoid using him and night time requires two pilots for us with them
  call,KDAY,PSA - Dayton,,7,Zanesville Aviation,KZZV,,,,,,Main: 740 452-3625,,740 452-3625,,contact@zanesvilleaviation.com,,,yes,yes,no,yes,yes,,,,5,approved,(no tail) CJ1 @ KZZV | (no tail) Citation Bravo @ KZZV,CJ1 | Citation Bravo,,
  call,KDAY,PSA - Dayton,,8,Axio,KSPA,,,,,,Main/Texting: (864) 397-5082 | Dispatch - Matt: (864) 608-0141 | Dispatch - Sam: (336) 602-5126 | Dispatch - Zach: (772) 258-0209,,(864) 397-5082,,sales@flyaxio.com,,,yes,yes,yes,yes,yes,2,,,9,approved,N533CP SR-22 @ KSPA | N606MF SR-22 @ KSPA | N369AX Phenom 100 @ KSPA | N283MA Baron 58 @ KSPA | N707PW Baron 58 @ KSPA | N758CA Baron 58 @ KSPA | N4380W Baron 58 @ KSPA | N6725T Baron 58 @ KSPA | N789CT King Air 200 @ KSPA | N34LT King Air 200 @ KSPA | N989LA King Air 200 @ KSPA,SR-22 | Phenom 100 | Baron 58 | King Air 200,,
  call,KDAY,PSA - Dayton,,9,AERY AVIATION LLC,KCLE,Southeast,(833) 240-9007,,,,24/7 Dispatch: (833) 240-9007,,(833) 240-9007,,Aerydispatch@aeryaviation.com,,https://aeryaviation.com/,yes,no,no,yes,yes,,,,5,approved,N340SR Lear 45 @ KCLE | N632JS Lear 45 @ KCLE | N972PF Hawker @ KCLE | N331SB Cirrus Vision SF50 @ KCLE,Lear 45 | Hawker | Cirrus Vision SF50,,Expensive but does a lot f medivac for cleveland clinic
  call,KDAY,PSA - Dayton,,10,EXECUTIVE SHUTTLE,KGRD,,(814) 571-1420,,,,24/7: (814) 571-1420 | Main: 864-910-2944,,(814) 571-1420,,trammellrichard@yahoo.com,,,yes,yes,yes,yes,yes,2 Hrs,,,8,approved,N643EA King Air 90 @ KGRD,King Air 90,,"Rick the goat
"
  call,KDAY,PSA - Dayton,,11,"Ameristar Jet Charter, Inc.",KYIP,South Central,(972) 248-2478,,,,24/7: (972) 248-2478,,(972) 248-2478,,QUOTES@AMERISTARJET.COM,,http://ameristarjet.com,yes,yes,yes,no,yes,1.5-2Hrs,,,5,approved,N148TW Falcon 20 @ KYIP | N158TW Falcon 20 @ KYIP | N699TW Falcon 20 @ KYIP | N204TW Falcon 20 @ KYIP | N221TW Falcon 20 @ KYIP | N285TW Falcon 20 @ KYIP | N314TW Falcon 20 @ KYIP,Falcon 20,,Got the big DC9s - best for super large cargo

BASE,KDFW,PSA - Dallas/Fort Worth,
  call,KDFW,PSA - Dallas/Fort Worth,,1,Gen 4 Jets,M19,,,,,,Main - Alec McArthur: (870) 680-2715 | After Hrs - Lexi Hughes: (870) 868-1236,,(870) 680-2715,,,,,yes,yes,yes,no,yes,,,,5,approved,TBD Citation CJ1 @ M19 | TBD CJ3 @ M19,Citation CJ1 | CJ3,,"Good prices - should be available (Call Arthur for very late nights)
Located NE Arkansas"
  call,KDFW,PSA - Dallas/Fort Worth,,2,ENG Aviation,KADS,,(682) 610-3763,,,,24/7: (682) 610-3763 | Main: (713) 649-1919 | Thomas - Charter Rep: (817) 360-5138,,(682) 610-3763,,Thomas.chapman@engaviation.com,,,yes,yes,yes,yes,yes,2Hrs,,,7,approved,N196JH CJ3 @ KADS | N2KK Citation XL @ KADS | N100YB Citation XL @ KADS | N421LT Citation XL @ KADS | N560SJ Citation XL @ KADS,CJ3 | Citation XL,,Great guys just expensive; Check that the tail number they use is on the FAA ops list and on their cert if needed ask for their D085 to verify
  call,KDFW,PSA - Dallas/Fort Worth,,3,GTA Air,KADS,International,,,,,Main: 800 217-0950,,800 217-0950,,quote@gtaair.com; dispatch@gtaair.com,,,no,yes,yes,no,no,,,,5,approved,N1194A Bonanza @ KADS | N75AT Bonanza @ KADS | N236CH Bonanza @ KADS | N361BC Bonanza @ KADS | N6735Z Bonanza @ KADS | N66919 Bonanza @ KADS | N140S Baron 58 @ KADS | N577W Baron 58 @ KADS | N882MT Baron 58 @ KADS | N2026W Baron 58 @ KADS | N2064V Baron 58 @ KADS | N6573K Baron 58 @ KADS | N36673 Baron 58 @ KADS,Bonanza | Baron 58,,
  call,KDFW,PSA - Dallas/Fort Worth,,4,OK Air 1st,KTUL,,,,,,Main: (918) 344-0710,,(918) 344-0710,,okair1st@aol.com,,,yes,yes,yes,no,yes,,,,5,approved,N175CA Mitsubishi MU-2 @ KTUL | N741FN Mitsubishi MU-2 @ KTUL,Mitsubishi MU-2,,Single Pilot ONLY
  call,KDFW,PSA - Dallas/Fort Worth,,5,REATA Jet,KEDC,,(806) 598-0668,,,,Main: (833) 732-8253 | Owner 24/7 Amber: (806) 598-0668,,(833) 732-8253,,sales@reatajet.com,,,yes,yes,yes,no,yes,,,,5,approved,N727DP Merlin @ KEDC | N375RC Hawker 800 @ KEDC | N6200H Hawker 800 @ KEDC,Merlin | Hawker 800,,
  call,KDFW,PSA - Dallas/Fort Worth,,6,Apex Jet,KHMU,,(985) 851-5737,,(985) 851-5737,,,,,,charter@apexjet.aero,,,yes,yes,yes,no,yes,2 Hrs,,,5,approved,N111WH Falcon 10 @ KHMU | N716AP King Air 200 @ KHMU | N388BB Falcon 50 @ KHMU | N865PC Falcon 50 @ KHMU | N790A King Air 90 @ KHMU | CE-560-560 Citation XLS @ KHMU,Falcon 10 | King Air 200 | Falcon 50 | King Air 90 | Citation XLS,,Never used
  call,KDFW,PSA - Dallas/Fort Worth,,7,Ameriflight,KDFW,,,,,,Backup Number: 512-417-3045 | Main Number: 972-426-3075,,512-417-3045,,amfcharter@ameriflight.com,,,no,yes,yes,no,no,2Hrs,,,7,approved,N189WA Beech 99 @ KDFW | N191WA Beech 99 @ KDFW | N802BA Beech 99 @ KDFW | N20FW Beech 99 @ KDFW | N21FW Beech 99 @ KDFW | N34AK Beech 99 @ KDFW | N1924T Beech 99 @ KDFW | N7862R Beech 99 @ KDFW | N192WA Beech 99 @ KDFW | N197WA Beech 99 @ KDFW | N4299A Beech 99 @ KDFW | N51RP Beech 99 @ KDFW | N52RP Beech 99 @ KDFW | N68TA Beech 99 @ KDFW | N96AV Beech 99 @ KDFW | N104BE Beech 99 @ KDFW | N106SX Beech 99 @ KDFW | N108SX Beech 99 @ KDFW | N131GP Beech 99 @ KDFW | N174AV Beech 99 @ KDFW | N190WA Beech 99 @ KDFW | N191AV Beech 99 @ KDFW | N193SU Beech 99 @ KDFW | N196WA Beech 99 @ KDFW | N204AF Beech 99 @ KDFW | N206AV Beech 99 @ KDFW | N221BH Beech 99 @ KDFW | N223BH Beech 99 @ KDFW | N225BH Beech 99 @ KDFW | N226BH Beech 99 @ KDFW | N227AV Beech 99 @ KDFW | N228BH Beech 99 @ KDFW | N230BH Beech 99 @ KDFW | N330AV Beech 99 @ KDFW | N388AV Beech 99 @ KDFW | N990AF Beech 99 @ KDFW | N991AF Beech 99 @ KDFW | N992AF Beech 99 @ KDFW | N997SB Beech 99 @ KDFW | N6724D Beech 99 @ KDFW | N7209W Beech 99 @ KDFW | N8226Z Beech 99 @ KDFW | N8227P Beech 99 @ KDFW | N62989 Beech 99 @ KDFW | N63978 Beech 99 @ KDFW | N81820 Beech 99 @ KDFW | N354AE Metroliner @ KDFW | N360AE Metroliner @ KDFW | N370AE Metroliner @ KDFW | N421MA Metroliner @ KDFW | N422MA Metroliner @ KDFW | N424MA Metroliner @ KDFW | N428MA Metroliner @ KDFW | N671AV Metroliner @ KDFW | N672AV Metroliner @ KDFW | N673AV Metroliner @ KDFW | N709TR Metroliner @ KDFW | N801AF Metroliner @ KDFW | N240DH Metroliner @ KDFW | N241DH Metroliner @ KDFW | N244DH Metroliner @ KDFW | N245DH Metroliner @ KDFW | N246DH Metroliner @ KDFW | N248DH Metroliner @ KDFW | N249DH Metroliner @ KDFW | N544UP Metroliner @ KDFW | N560UP Metroliner @ KDFW | N561UP Metroliner @ KDFW | N573G Metroliner @ KDFW | N807M Metroliner @ KDFW | N19RZ Beech 1900 @ KDFW | N21RZ Beech 1900 @ KDFW | N26RZ Beech 1900 @ KDFW | N34RZ Beech 1900 @ KDFW | N39UB Beech 1900 @ KDFW | N49UC Beech 1900 @ KDFW | N111YV Beech 1900 @ KDFW | N112YV Beech 1900 @ KDFW | N330AF Beech 1900 @ KDFW | N331AF Beech 1900 @ KDFW | N338AF Beech 1900 @ KDFW | N346AF Beech 1900 @ KDFW | N347AF Beech 1900 @ KDFW | N575G Beech 1900 @ KDFW | N718AF Beech 1900 @ KDFW | N1568G Beech 1900 @ KDFW | N2049K Beech 1900 @ KDFW | N3052K Beech 1900 @ KDFW | N3071A Beech 1900 @ KDFW | N3229A Beech 1900 @ KDFW | N7203C Beech 1900 @ KDFW | N31701 Beech 1900 @ KDFW | N31702 Beech 1900 @ KDFW | N31703 Beech 1900 @ KDFW | N31704 Beech 1900 @ KDFW | N31705 Beech 1900 @ KDFW | N219KA SAAB 340 @ KDFW | N968AF SAAB 340 @ KDFW | N985ES SAAB 340 @ KDFW | N989AF SAAB 340 @ KDFW | N179CA Emb. Brasilia @ KDFW | N189CA Emb. Brasilia @ KDFW | N246AS Emb. Brasilia @ KDFW | N257AS Emb. Brasilia @ KDFW | N258AS Emb. Brasilia @ KDFW | N266AS Emb. Brasilia @ KDFW | N560SW Emb. Brasilia @ KDFW | N566SW Emb. Brasilia @ KDFW | N567SW Emb. Brasilia @ KDFW | N578SW Emb. Brasilia @ KDFW,Beech 99 | Metroliner | Beech 1900 | SAAB 340 | Emb. Brasilia,,24/7 Midsize Aircraft ASAP Cargo
  call,KDFW,PSA - Dallas/Fort Worth,,8,Martinaire Aviation L.L.C.,KADS,South Central,,,(972) 349-5700,,,,,,info@martinaire.com,,http://martinaire.com,no,yes,no,no,yes,,,,5,approved,N78SA Cessna Grand Caravan @ KADS | N208N Cessna Grand Caravan @ KADS | N208TF Cessna Grand Caravan @ KADS | N802AA Cessna Grand Caravan @ KADS | N1031P Cessna Grand Caravan @ KADS | N1037N Cessna Grand Caravan @ KADS | N1041L Cessna Grand Caravan @ KADS | N1119V Cessna Grand Caravan @ KADS | N1120W Cessna Grand Caravan @ KADS | N4625B Cessna Grand Caravan @ KADS | N4655B Cessna Grand Caravan @ KADS | N4687B Cessna Grand Caravan @ KADS | N9331B Cessna Grand Caravan @ KADS | N9469B Cessna Grand Caravan @ KADS | N9471B Cessna Grand Caravan @ KADS | N9505B Cessna Grand Caravan @ KADS | N9546B Cessna Grand Caravan @ KADS | N9760B Cessna Grand Caravan @ KADS | N9761B Cessna Grand Caravan @ KADS | N9762B Cessna Grand Caravan @ KADS | N9956B Cessna Grand Caravan @ KADS | N12155 Cessna Grand Caravan @ KADS,Cessna Grand Caravan,,CARGO ONLY
  call,KDFW,PSA - Dallas/Fort Worth,,9,MCCREERY AVIATION CO INC,KCRP,,,,956-686-1774,,,,,,bobm@mccreeryaviation.com,,,yes,yes,yes,no,yes,,,,5,approved,N26HE C421 @ KCRP | N3908C C421 @ KCRP,C421,,
  call,KDFW,PSA - Dallas/Fort Worth,,10,Jet Nexa,KPHX,,,,(678) 920-3833,,,,,,charter@jetnexa.com,,,yes,yes,yes,no,yes,,,,5,approved,(no tail) DA 42 @ KPHX | (no tail) Citation M2 @ KPHX | (no tail) DA 42 @ KPHX | (no tail) DA 62 @ KPHX | (no tail) DA 62 @ KPHX | (no tail) Citation CJ 3 @ KPHX,DA 42 | Citation M2 | DA 62 | Citation CJ 3,,Cam Is Charter guy here - floating CJ's and DA-42's often in TX
  call,KDFW,PSA - Dallas/Fort Worth,,11,FLIGHT CHOICE,KTYS,,,,,,Main: 865-313-5296,,865-313-5296,,charters@flightchoiceinc.com,,,no,no,no,no,no,,,,5,approved,N436AT Baron 58 @ KTYS | N584PC Baron 58 @ KTYS | N6211J King Air 90 @ KTYS | N7206E King Air 90 @ KTYS | N250XX King Air 200 @ KTYS,Baron 58 | King Air 90 | King Air 200,,
  call,KDFW,PSA - Dallas/Fort Worth,,12,"American Jet Charter, Inc.","Oklahoma City, OK",South Central,(800) 495-5453,,,,24/7: (800) 495-5453,,(800) 495-5453,,charter@american-jet.com,,http://americanaircharter.com,yes,no,no,yes,yes,0.5-1 Hr,,,5,approved,"N2333B Baron 58 @ Oklahoma City, OK | N48W King Air 90 @ Oklahoma City, OK | N906TW King Air 300 @ Oklahoma City, OK | N13092 Citation XLS @ Oklahoma City, OK | N253SC Lear 45 @ Oklahoma City, OK",Baron 58 | King Air 90 | King Air 300 | Citation XLS | Lear 45,,

BASE,KGSP,PSA - Greenville-Spartanburg,
  call,KGSP,PSA - Greenville-Spartanburg,,1,Axio,KSPA,,,,,,Main/Texting: (864) 397-5082 | Dispatch - Matt: (864) 608-0141 | Dispatch - Sam: (336) 602-5126 | Dispatch - Zach: (772) 258-0209,,(864) 397-5082,,sales@flyaxio.com,,,yes,yes,yes,yes,yes,2,,,9,approved,N533CP SR-22 @ KSPA | N606MF SR-22 @ KSPA | N369AX Phenom 100 @ KSPA | N283MA Baron 58 @ KSPA | N707PW Baron 58 @ KSPA | N758CA Baron 58 @ KSPA | N4380W Baron 58 @ KSPA | N6725T Baron 58 @ KSPA | N789CT King Air 200 @ KSPA | N34LT King Air 200 @ KSPA | N989LA King Air 200 @ KSPA,SR-22 | Phenom 100 | Baron 58 | King Air 200,,
  call,KGSP,PSA - Greenville-Spartanburg,,2,Clemson Air Charter,KAND,,1 (864) 276-7047,,,,24/7: 1 (864) 276-7047,,1 (864) 276-7047,,clemsonaircharter@gmail.com,,,yes,yes,no,yes,yes,2Hrs,,,8,approved,N686FR Baron 58 @ KAND | N1065B Baron 58 @ KAND,Baron 58,,John - Can text him as well
  call,KGSP,PSA - Greenville-Spartanburg,,3,EXECUTIVE SHUTTLE,KGRD,,(814) 571-1420,,,,24/7: (814) 571-1420 | Main: 864-910-2944,,(814) 571-1420,,trammellrichard@yahoo.com,,,yes,yes,yes,yes,yes,2 Hrs,,,8,approved,N643EA King Air 90 @ KGRD,King Air 90,,"Rick the goat
"
  call,KGSP,PSA - Greenville-Spartanburg,,4,AUGUSTA AVIATION INC,KDNL,Southeast,(704) 289-6868,,,,24/7: (704) 289-6868,,(704) 289-6868,,charter@augustaaviation.com,,,yes,yes,yes,no,yes,2Hrs,,,6,approved,N8GU Beechcraft King Air C90A @ KDNL | N329GS Beechcraft King Air C90A @ KDNL | N377P Beechcraft King Air C90A @ KDNL | N891AA Beechcraft King Air C90A @ KDNL,Beechcraft King Air C90A,,"Rosie, Angie, Etc"
  call,KGSP,PSA - Greenville-Spartanburg,,5,Castle Aviation,KCAK,,(800) 325-4703 Ext 1,,(800) 325-4703 Ext 1,,24/7: (800) 325-4703 Ext 1,,,,fltops@castleair.com,,,yes,yes,yes,yes,yes,2Hrs,,,8,approved,N49MG Aerostar @ KCAK | N52MG Aerostar @ KCAK | N92MG Aerostar @ KCAK | N1058N Cessna Caravan @ KCAK | N27MG Cessna Caravan @ KCAK | N805TH Cessna Caravan @ KCAK | N1086F Cessna Caravan @ KCAK | N1116W Cessna Caravan @ KCAK | N9612B Cessna Caravan @ KCAK | N253AE SAAB 340 @ KCAK | N336SA SAAB 340 @ KCAK | N431BC SAAB 340 @ KCAK,Aerostar | Cessna Caravan | SAAB 340,,"NEED PAX Weight, DOB, and Names every flight (Request from client Immediately)"
  call,KGSP,PSA - Greenville-Spartanburg,,6,FLIGHT CHOICE,KTYS,,,,,,Main: 865-313-5296,,865-313-5296,,charters@flightchoiceinc.com,,,no,no,no,no,no,,,,5,approved,N436AT Baron 58 @ KTYS | N584PC Baron 58 @ KTYS | N6211J King Air 90 @ KTYS | N7206E King Air 90 @ KTYS | N250XX King Air 200 @ KTYS,Baron 58 | King Air 90 | King Air 200,,
  call,KGSP,PSA - Greenville-Spartanburg,,7,LOWE AVIATION CO - Ed Lowe,KMCN,Southeast,(478) 731-5862,,,,24/7 - Cell: (478) 731-5862 | Main: (478) 788-3491,,(478) 731-5862,,edward@loweaviation.com,,http://loweaviation.com,yes,yes,yes,yes,yes,2 Hrs,,,6,approved,N83KK Baron 58 @ KMCN | N1103G King Air 90 @ KMCN,Baron 58 | King Air 90,,
  call,KGSP,PSA - Greenville-Spartanburg,,8,45 NORTH AVIATION,KRIC,,(231) 668-6000,,,,24/7: (231) 668-6000,,(231) 668-6000,,info@45northaviation.com,,,yes,yes,no,no,yes,2 Hrs,,,7,approved,TBD TBM @ KRIC | TBD King Air 200 @ KRIC,TBM | King Air 200,,King Air for pax - TBM for cargo

BASE,KORF,PSA - Norfolk,
  call,KORF,PSA - Norfolk,,1,"ACE TRANSPORT SERVICE, INC.","Philadelphia, PA",Northeast,(302) 383-4555,,,,24/7: (302) 383-4555 | Back Up: (302) 525-4111 | Back Up 2: (443) 553-4274,,(302) 383-4555,,info@atscharter.com,,https://www.atscharter.com/,yes,yes,no,no,yes,3Hrs,,,5,approved,"N825SD King Air 90 @ Philadelphia, PA | N15TV Cessna 310 @ Philadelphia, PA | N159FM Hawker 800 @ Philadelphia, PA",King Air 90 | Cessna 310 | Hawker 800,,443-553-4274 Alternate phone number
  call,KORF,PSA - Norfolk,,2,Contrail - Charlie,KABE,Northeast,(484) 554-6160,,,,24/7 - Charlie: (484) 554-6160,,(484) 554-6160,,cappy@contrailinc.com,,https://www.contrailinc.com/,yes,yes,yes,yes,yes,1.5Hrs,,,8,approved,N443J Diamond DA-42 @ KABE | N651WB TBM 700 @ KABE,Diamond DA-42 | TBM 700,,Charlie - If using TBM ensure MX supervisor gives single engine approval
  call,KORF,PSA - Norfolk,,3,Vertivue - Ted,KXLL,,800-877-0570,,,,24/7: 800-877-0570 | Ted Cell: (610) 509-2031,,800-877-0570,,ted@vertivue.com,,,yes,yes,no,yes,yes,2 Hrs,,,7,approved,N525TM Baron 58 @ KXLL | N321TR King Air 90 @ KXLL,Baron 58 | King Air 90,,Gay Ted - kind of expensive
  call,KORF,PSA - Norfolk,,4,Moyer Aviation Inc,KMPO,Northeast,(570) 215-5040,,,,24/7 - Matt: (570) 215-5040 | Main: (609) 500-5052,,(570) 215-5040,,charter@moyeraviation.com,,http://moyeraviation.com,yes,yes,no,no,yes,3Hrs,,,6,approved,N938PM Piper Navajo @ KMPO | N4086E Piper Navajo @ KMPO | N41166 Piper Navajo @ KMPO | N9480E Cessna 172 @ KMPO | N5185U Cessna 172 @ KMPO | N7MW Baron 58 @ KMPO,Piper Navajo | Cessna 172 | Baron 58,,Matthew Direct Cell is 24Hr #
  call,KORF,PSA - Norfolk,,5,Axio,KSPA,,,,,,Main/Texting: (864) 397-5082 | Dispatch - Matt: (864) 608-0141 | Dispatch - Sam: (336) 602-5126 | Dispatch - Zach: (772) 258-0209,,(864) 397-5082,,sales@flyaxio.com,,,yes,yes,yes,yes,yes,2,,,9,approved,N533CP SR-22 @ KSPA | N606MF SR-22 @ KSPA | N369AX Phenom 100 @ KSPA | N283MA Baron 58 @ KSPA | N707PW Baron 58 @ KSPA | N758CA Baron 58 @ KSPA | N4380W Baron 58 @ KSPA | N6725T Baron 58 @ KSPA | N789CT King Air 200 @ KSPA | N34LT King Air 200 @ KSPA | N989LA King Air 200 @ KSPA,SR-22 | Phenom 100 | Baron 58 | King Air 200,,
  call,KORF,PSA - Norfolk,,6,FLIGHT CHOICE,KTYS,,,,,,Main: 865-313-5296,,865-313-5296,,charters@flightchoiceinc.com,,,no,no,no,no,no,,,,5,approved,N436AT Baron 58 @ KTYS | N584PC Baron 58 @ KTYS | N6211J King Air 90 @ KTYS | N7206E King Air 90 @ KTYS | N250XX King Air 200 @ KTYS,Baron 58 | King Air 90 | King Air 200,,
  call,KORF,PSA - Norfolk,,7,45 NORTH AVIATION,KRIC,,(231) 668-6000,,,,24/7: (231) 668-6000,,(231) 668-6000,,info@45northaviation.com,,,yes,yes,no,no,yes,2 Hrs,,,7,approved,TBD TBM @ KRIC | TBD King Air 200 @ KRIC,TBM | King Air 200,,King Air for pax - TBM for cargo

BASE,KSAV,PSA - Savannah,
  call,KSAV,PSA - Savannah,,1,Axio,KSPA,,,,,,Main/Texting: (864) 397-5082 | Dispatch - Matt: (864) 608-0141 | Dispatch - Sam: (336) 602-5126 | Dispatch - Zach: (772) 258-0209,,(864) 397-5082,,sales@flyaxio.com,,,yes,yes,yes,yes,yes,2,,,9,approved,N533CP SR-22 @ KSPA | N606MF SR-22 @ KSPA | N369AX Phenom 100 @ KSPA | N283MA Baron 58 @ KSPA | N707PW Baron 58 @ KSPA | N758CA Baron 58 @ KSPA | N4380W Baron 58 @ KSPA | N6725T Baron 58 @ KSPA | N789CT King Air 200 @ KSPA | N34LT King Air 200 @ KSPA | N989LA King Air 200 @ KSPA,SR-22 | Phenom 100 | Baron 58 | King Air 200,,
